Nome,Età,Nazionalità,Tiri,Goal,Assist,Fuorigioco,Palle recuperate,Tackle vinti,Partite Giocate,Minuti,Squadra,Lega,Ruolo
Diego Lainez,21.0,MEX,0.63,0.0,0.0,0.0,8.13,1.25,7,140,Betis,La Liga,FW
Adam Lallana,34.0,ENG,1.16,0.0,0.06,0.0,10.8,1.27,24,1561,Brighton,Premier League,MF
Vassilis Lambropoulos,32.0,GRE,0.31,0.0,0.0,0.0,6.69,1.38,13,1168,Bochum,Bundesliga,DF
Ãrik Lamela,30.0,ARG,1.95,0.44,0.18,0.44,6.28,2.48,20,1015,Sevilla,La Liga,FW
Didier Lamkel ZÃ©,25.0,CMR,2.09,0.45,0.0,0.6,4.93,0.3,9,605,Metz,Ligue 1,FW
Sam Lammers,25.0,NED,2.11,0.18,0.0,0.18,3.51,0.53,15,517,Eint Frankfurt,Bundesliga,FW
Sam Lammers,25.0,NED,0.0,0.0,0.0,0.0,5.0,0.0,2,38,Atalanta,Serie A,FW
Manuel Lanzini,29.0,ARG,0.66,0.25,0.15,0.05,9.44,0.91,30,1786,West Ham,Premier League,FW
Aymeric Laporte,28.0,ESP,1.11,0.13,0.0,0.06,9.17,0.54,33,2828,Manchester City,Premier League,DF
Julien Laporte,28.0,FRA,0.53,0.06,0.0,0.03,8.22,1.5,33,2891,Lorient,Ligue 1,DF
Yasser Larouci,21.0,ALG,0.79,0.0,0.0,0.0,6.58,0.79,12,341,Troyes,Ligue 1,DF
Kevin Lasagna,29.0,ITA,3.11,0.15,0.3,0.91,4.7,0.91,28,1184,Hellas Verona,Serie A,FW
Jamaal Lascelles,28.0,ENG,0.7,0.04,0.0,0.0,7.73,0.48,26,2058,Newcastle Utd,Premier League,DF
Bryan Lasme,23.0,FRA,1.44,0.21,0.0,0.93,4.54,0.41,23,877,Arminia,Bundesliga,FW
Paul Lasne,33.0,FRA,0.85,0.0,0.11,0.0,8.09,1.06,15,847,Brest,Ligue 1,MF
Latasa,21.0,ESP,10.0,0.0,0.0,0.0,10.0,0.0,1,9,Real Madrid,La Liga,FW
Toni Lato,24.0,ESP,0.0,0.0,0.15,0.15,11.7,0.91,11,590,Valencia,La Liga,DF
Armand Lauriente,23.0,FRA,3.09,0.22,0.07,0.4,5.64,1.05,35,2477,Lorient,Ligue 1,FW
Darko Lazovi?,31.0,SRB,1.5,0.03,0.23,0.36,7.75,0.62,34,2766,Hellas Verona,Serie A,DF
Manuel Lazzari,28.0,ITA,0.65,0.16,0.16,0.22,6.81,0.76,31,1665,Lazio,Serie A,DF
ThÃ©o Le Bris,19.0,FRA,0.0,0.0,0.0,0.0,5.71,2.86,4,61,Lorient,Ligue 1,MF
JÃ©rÃ©my Le Douaron,24.0,FRA,2.3,0.31,0.19,0.12,5.4,0.5,32,1446,Brest,Ligue 1,FW
Enzo Le FÃ©e,22.0,FRA,1.35,0.04,0.12,0.04,7.87,1.93,36,2194,Lorient,Ligue 1,FW
Vincent Le Goff,32.0,FRA,0.76,0.03,0.03,0.09,7.32,1.18,34,3060,Lorient,Ligue 1,DF
Maxime Le Marchand,32.0,FRA,0.31,0.1,0.1,0.0,8.23,0.52,12,860,Strasbourg,Ligue 1,DF
Robin Le Normand,25.0,FRA,0.49,0.03,0.03,0.05,9.32,0.73,37,3330,Real Sociedad,La Liga,DF
Patrick Leal,19.0,USA,0.0,0.0,0.0,0.0,1.0,0.0,1,2,Venezia,Serie A,MF
Rafael LeÃ£o,22.0,POR,3.36,0.38,0.35,0.28,4.88,0.62,34,2605,Milan,Serie A,FW
Pierre Lees-Melou,29.0,FRA,1.31,0.04,0.0,0.08,9.13,1.59,33,2265,Norwich City,Premier League,MF
Wu Lei,30.0,CHN,1.32,0.19,0.0,0.94,6.42,0.75,23,474,Espanyol,La Liga,FW
Maxim Leitsch,24.0,GER,0.29,0.06,0.0,0.06,10.7,0.94,19,1538,Bochum,Bundesliga,DF
Lucas Leiva,35.0,BRA,0.16,0.0,0.0,0.0,10.2,1.85,35,1697,Lazio,Serie A,MF
Florian Lejeune,31.0,FRA,0.73,0.0,0.0,0.07,10.6,0.7,30,2699,AlavÃ©s,La Liga,DF
IÃ±igo Lekue,29.0,ESP,0.33,0.0,0.09,0.0,10.1,1.17,25,1925,Athletic Club,La Liga,DF
Thomas Lemar,26.0,FRA,1.81,0.25,0.31,0.13,7.31,1.0,24,1440,AtlÃ©tico Madrid,La Liga,MF
FÃ©lix LemarÃ©chal,18.0,CIV,0.0,0.0,0.0,0.0,30.0,0.0,1,9,Monaco,Ligue 1,MF
Mario Lemina,28.0,GAB,0.73,0.09,0.0,0.0,8.9,2.01,32,1967,Nice,Ligue 1,MF
Fabien Lemoine,35.0,FRA,0.32,0.0,0.08,0.0,11.6,2.26,21,1117,Lorient,Ligue 1,MF
Tim Lemperle,20.0,GER,4.12,1.18,0.0,0.0,8.82,2.35,13,149,KÃ¶ln,Bundesliga,FW
Ruben Lendinez,19.0,ESP,0.67,0.0,0.0,0.0,4.0,3.33,4,137,Valencia,La Liga,DF
ClÃ©ment Lenglet,26.0,FRA,0.22,0.0,0.11,0.0,10.5,1.41,21,826,Barcelona,La Liga,DF
Aaron Lennon,35.0,ENG,0.7,0.12,0.0,0.23,5.29,1.05,28,1551,Burnley,Premier League,MF
Christopher Lenz,27.0,GER,0.68,0.0,0.14,0.0,10.9,1.62,15,664,Eint Frankfurt,Bundesliga,DF
LÃ©o Leroy,22.0,FRA,1.14,0.0,0.0,0.0,9.57,2.14,24,626,Montpellier,Ligue 1,MF
Robert Lewandowski,33.0,POL,4.8,1.07,0.09,0.61,4.53,0.24,34,2946,Bayern Munich,Bundesliga,FW
Jamie Leweling,21.0,GER,2.06,0.23,0.05,0.78,5.28,0.46,33,1959,Greuther FÃ¼rth,Bundesliga,FW
Jamal Lewis,24.0,NIR,0.0,0.0,0.0,0.0,7.93,2.07,5,262,Newcastle Utd,Premier League,DF
Ben Lhassine Kone,22.0,CIV,0.0,0.0,0.0,0.0,10.0,2.22,1,81,Torino,Serie A,MF
Yanis Lhery,19.0,FRA,3.75,0.0,0.0,0.0,7.5,1.25,5,72,Saint-Ãtienne,Ligue 1,FW
Dimitri LiÃ©nard,34.0,FRA,1.06,0.09,0.13,0.18,9.38,1.63,33,2044,Strasbourg,Ligue 1,DF
Philipp Lienhart,25.0,AUT,0.6,0.16,0.0,0.03,11.1,0.41,32,2870,Freiburg,Bundesliga,DF
Matthijs de Ligt,22.0,NED,0.67,0.1,0.03,0.07,8.35,0.77,31,2674,Juventus,Serie A,DF
Isaac Lihadji,20.0,FRA,1.15,0.38,1.15,0.0,10.0,0.77,13,238,Lille,Ligue 1,FW
Anderson Lima,22.0,BRA,1.43,0.0,0.0,0.0,4.29,2.86,4,65,Lazio,Serie A,MF
Victor LindelÃ¶f,27.0,SWE,0.15,0.0,0.08,0.08,9.62,0.38,28,2355,Manchester Utd,Premier League,DF
Jesper LindstrÃ¸m,22.0,DEN,2.5,0.23,0.18,0.14,5.77,0.95,29,1976,Eint Frankfurt,Bundesliga,FW
Karol Linetty,27.0,POL,1.3,0.0,0.0,0.0,7.2,0.8,16,896,Torino,Serie A,FW
Jesse Lingard,29.0,ENG,1.95,0.49,0.0,0.24,6.34,1.46,16,367,Manchester Utd,Premier League,FW
Pol Lirola,24.0,ESP,0.66,0.05,0.1,0.51,5.99,0.86,34,1770,Marseille,Ligue 1,DF
Valentino Livramento,19.0,ENG,0.49,0.04,0.04,0.04,8.9,1.22,28,2202,Southampton,Premier League,DF
Dejan Ljubicic,24.0,AUT,1.32,0.14,0.05,0.14,7.95,0.96,30,1969,KÃ¶ln,Bundesliga,FW
Javier LlabrÃ©s,,,3.33,0.0,0.0,0.67,5.33,2.0,5,132,Mallorca,La Liga,FW
Diego Llorente,28.0,ESP,0.38,0.12,0.0,0.0,10.6,1.35,28,2340,Leeds United,Premier League,DF
Marcos Llorente,27.0,ESP,0.59,0.0,0.07,0.26,7.94,1.21,29,2447,AtlÃ©tico Madrid,La Liga,DF
Giovani Lo Celso,26.0,ARG,3.46,0.0,0.0,0.38,7.31,1.15,9,238,Tottenham,Premier League,FW
Giovani Lo Celso,26.0,ARG,1.73,0.09,0.09,0.27,7.45,1.27,16,994,Villarreal,La Liga,FW
Julen Lobete,21.0,ESP,3.13,0.63,0.0,1.56,5.0,0.94,13,284,Real Sociedad,La Liga,FW
Stanislav Lobotka,27.0,SVK,0.11,0.05,0.0,0.0,8.77,1.6,23,1686,Napoli,Serie A,MF
JÃ¼rgen Locadia,28.0,NED,3.47,0.41,0.2,0.82,4.29,1.02,11,444,Bochum,Bundesliga,FW
JÃ¼rgen Locadia,28.0,NED,3.33,0.0,0.0,0.0,3.33,3.33,1,23,Brighton,Premier League,FW
Manuel Locatelli,24.0,ITA,0.88,0.13,0.13,0.08,9.21,1.29,31,2160,Juventus,Serie A,MF
Banzouzi Locko,20.0,FRA,0.63,0.09,0.09,0.18,8.3,1.61,24,1011,Reims,Ligue 1,DF
Renan Lodi,24.0,BRA,0.76,0.15,0.15,0.23,7.18,1.3,29,1181,AtlÃ©tico Madrid,La Liga,DF
Ruben Loftus-Cheek,26.0,ENG,1.23,0.0,0.13,0.13,10.1,1.29,24,1394,Chelsea,Premier League,DF
Kevin Long,31.0,IRL,0.87,0.0,0.0,0.22,6.96,1.09,6,410,Burnley,Premier League,DF
Shane Long,35.0,IRL,2.65,0.29,0.0,0.88,4.41,0.88,13,308,Southampton,Premier League,FW
Sean Longstaff,24.0,ENG,0.92,0.06,0.06,0.0,9.57,2.02,24,1464,Newcastle Utd,Premier League,MF
Ademola Lookman,24.0,NGA,1.68,0.37,0.0,0.37,6.96,1.55,26,1453,Leicester City,Premier League,FW
David LÃ³pez,32.0,ESP,0.6,0.0,0.0,0.0,10.7,2.05,18,743,Espanyol,La Liga,DF
Javi LÃ³pez,20.0,ESP,0.0,0.0,0.0,0.0,3.73,1.37,9,462,AlavÃ©s,La Liga,DF
Maxime Lopez,24.0,FRA,0.49,0.06,0.03,0.0,9.17,1.38,35,2938,Sassuolo,Serie A,MF
Unai LÃ³pez,26.0,ESP,1.47,0.0,0.0,0.31,8.29,1.4,27,1160,Rayo Vallecano,La Liga,MF
Dion Lopy,20.0,SEN,0.88,0.0,0.0,0.05,7.36,2.09,26,1642,Reims,Ligue 1,MF
Samuel Loric,21.0,FRA,0.33,0.0,0.0,0.33,7.67,1.0,3,269,Lorient,Ligue 1,DF
Anthony Losilla,36.0,FRA,1.01,0.06,0.0,0.06,14.0,1.72,33,2935,Bochum,Bundesliga,MF
Jordan Lotomba,23.0,SUI,0.45,0.0,0.0,0.1,6.77,0.86,30,1782,Nice,Ligue 1,DF
Johaneko Louisjean,17.0,FRA,0.0,0.0,0.0,0.0,10.0,0.0,1,12,Bordeaux,Ligue 1,DF
Imran Louza,23.0,MAR,1.08,0.0,0.0,0.0,12.2,2.04,20,1416,Watford,Premier League,MF
Matteo Lovato,22.0,ITA,0.29,0.0,0.0,0.0,10.0,0.88,6,305,Atalanta,Serie A,DF
Matteo Lovato,22.0,ITA,0.36,0.0,0.0,0.0,13.3,1.67,16,1238,Cagliari,Serie A,DF
Eduard LÃ¶wen,25.0,GER,2.36,0.13,0.13,0.06,8.66,1.66,26,1416,Bochum,Bundesliga,MF
Matthew Lowton,32.0,ENG,0.51,0.05,0.1,0.0,9.24,1.32,25,1772,Burnley,Premier League,DF
Anthony Lozano,29.0,HON,2.63,0.38,0.11,0.48,4.14,0.48,31,1672,CÃ¡diz,La Liga,FW
Hirving Lozano,26.0,MEX,2.85,0.28,0.28,0.78,5.31,0.78,30,1613,Napoli,Serie A,FW
Jean Lucas,23.0,BRA,1.61,0.06,0.06,0.12,9.25,2.24,28,1445,Monaco,Ligue 1,MF
Anderson Lucoqui,24.0,ANG,0.96,0.12,0.0,0.0,6.02,2.05,13,743,Mainz 05,Bundesliga,DF
JosÃ© Luis GayÃ ,27.0,ESP,0.87,0.1,0.19,0.19,6.63,0.58,24,1871,Valencia,La Liga,DF
JosÃ© Luis Morales,34.0,ESP,2.52,0.43,0.23,0.5,6.06,0.53,35,2719,Levante,La Liga,FW
JosÃ© Luis Palomino,32.0,ARG,0.47,0.03,0.0,0.03,14.3,2.22,34,2672,Atalanta,Serie A,DF
Florentino LuÃ­s,22.0,POR,0.27,0.0,0.09,0.0,11.3,2.45,22,992,Getafe,La Liga,MF
Luismi,21.0,ESP,0.0,0.0,0.0,0.0,10.0,0.0,2,13,Sevilla,La Liga,FW
Douglas Luiz,24.0,BRA,0.76,0.07,0.1,0.0,9.44,1.42,34,2715,Aston Villa,Premier League,MF
Romelu Lukaku,29.0,BEL,2.37,0.45,0.0,0.79,2.77,0.17,26,1589,Chelsea,Premier League,FW
Castello Lukeba,19.0,FRA,0.26,0.09,0.0,0.04,10.1,0.86,24,2095,Lyon,Ligue 1,DF
Dodi Lukebakio,24.0,BEL,1.5,0.5,0.0,0.5,2.5,2.0,3,176,Hertha BSC,Bundesliga,FW
Dodi Lukebakio,24.0,BEL,1.73,0.1,0.2,1.12,6.12,0.41,19,882,Wolfsburg,Bundesliga,FW
SaÂa Luki?,25.0,SRB,0.88,0.15,0.12,0.03,10.4,1.09,35,2982,Torino,Serie A,MF
Sebastiano Luperto,25.0,ITA,0.41,0.0,0.05,0.05,7.29,0.87,24,1958,Empoli,Serie A,DF
Lyanco,25.0,BRA,0.59,0.0,0.0,0.0,8.51,1.39,15,911,Southampton,Premier League,DF
Charalambos Lykogiannis,28.0,GRE,1.04,0.05,0.0,0.0,5.59,0.74,28,1817,Cagliari,Serie A,DF
Alexis Mac Allister,23.0,ARG,2.42,0.21,0.08,0.17,10.4,2.16,33,2123,Brighton,Premier League,FW
Deiver Machado,28.0,COL,0.34,0.0,0.17,0.34,7.59,1.55,22,523,Lens,Ligue 1,DF
Darwin MachÃ­s,29.0,VEN,2.48,0.26,0.13,0.39,7.12,1.05,25,1376,Granada,La Liga,FW
Yvann Macon,23.0,FRA,0.88,0.0,0.0,0.0,7.35,1.76,22,1529,Saint-Ãtienne,Ligue 1,DF
James Maddison,25.0,ENG,2.67,0.44,0.29,0.15,4.91,0.88,35,2459,Leicester City,Premier League,FW
Pablo Maffeo,24.0,ESP,0.89,0.03,0.12,0.09,7.03,1.68,35,2945,Mallorca,La Liga,DF
Louis Mafouta,27.0,CTA,1.55,0.34,0.0,0.69,3.45,0.17,15,525,Metz,Ligue 1,FW
Giulio Maggiore,24.0,ITA,1.34,0.06,0.1,0.03,9.14,1.34,35,2819,Spezia,Serie A,MF
Matej Maglica,23.0,CRO,0.0,0.0,0.0,0.0,0.0,0.0,1,6,Stuttgart,Bundesliga,DF
Francesco Magnanelli,37.0,ITA,0.67,0.0,0.0,0.0,14.7,1.33,12,271,Sassuolo,Serie A,MF
Giangiacomo Magnani,26.0,ITA,0.0,0.0,0.0,0.0,5.19,0.74,4,239,Sampdoria,Serie A,DF
Giangiacomo Magnani,26.0,ITA,0.85,0.0,0.0,0.0,7.8,2.03,14,530,Hellas Verona,Serie A,DF
Hugo Magnetti,23.0,FRA,1.1,0.0,0.06,0.0,10.6,2.45,28,1463,Brest,Ligue 1,MF
Yohann Magnin,24.0,FRA,0.99,0.05,0.0,0.26,8.64,1.94,24,1717,Clermont Foot,Ligue 1,DF
Harry Maguire,29.0,ENG,0.82,0.04,0.0,0.04,10.2,0.93,30,2515,Manchester Utd,Premier League,DF
Riyad Mahrez,31.0,ALG,3.37,0.66,0.3,0.18,6.57,0.36,28,1498,Manchester City,Premier League,FW
Arne Maier,23.0,GER,0.82,0.05,0.29,0.05,8.89,0.77,29,1864,Augsburg,Bundesliga,MF
Habib MaÃ¯ga,26.0,CIV,0.78,0.14,0.0,0.0,9.08,2.27,17,1267,Metz,Ligue 1,FW
Ainsley Maitland-Niles,24.0,ENG,0.56,0.0,0.0,0.19,7.59,0.56,8,487,Roma,Serie A,DF
Ainsley Maitland-Niles,24.0,ENG,0.67,0.0,0.0,0.0,12.3,1.33,8,268,Arsenal,Premier League,MF
Josh Maja,23.0,NGA,0.0,0.0,0.0,0.0,0.0,0.0,2,9,Bordeaux,Ligue 1,FW
Abdul Majeed Waris,30.0,GHA,1.94,0.56,0.0,0.28,6.39,0.83,15,327,Strasbourg,Ligue 1,FW
Lovro Majer,24.0,CRO,2.21,0.29,0.39,0.05,7.75,1.81,29,1832,Rennes,Ligue 1,MF
Jean-Victor Makengo,23.0,FRA,1.23,0.04,0.11,0.04,7.82,0.92,33,2351,Udinese,Serie A,MF
BÃ©ni Makouana,19.0,CGO,1.94,0.0,0.0,0.56,4.44,1.11,23,322,Montpellier,Ligue 1,FW
Nemanja Maksimovi?,27.0,SRB,0.92,0.03,0.06,0.0,8.28,1.23,35,2936,Getafe,La Liga,MF
Nikola Maksimovi?,30.0,SRB,0.24,0.0,0.0,0.0,11.5,1.05,14,1115,Genoa,Serie A,DF
KÃ©vin Malcuit,30.0,MAR,0.31,0.0,0.31,0.0,8.44,0.31,8,288,Napoli,Serie A,DF
Daniel Maldini,20.0,ITA,1.88,0.63,0.0,0.63,5.63,2.5,8,148,Milan,Serie A,MF
Youssef Maleh,23.0,ITA,1.86,0.18,0.18,0.0,7.08,1.68,28,1019,Fiorentina,Serie A,MF
Donyell Malen,23.0,NED,2.51,0.27,0.16,0.48,4.6,0.64,27,1684,Dortmund,Bundesliga,FW
Ruslan Malinovskyi,29.0,UKR,3.28,0.34,0.28,0.17,7.57,0.85,30,1592,Atalanta,Serie A,FW
Hugo Mallo,30.0,ESP,0.89,0.05,0.05,0.3,8.67,1.38,21,1826,Celta Vigo,La Liga,DF
Lennard Maloney,22.0,USA,0.0,0.0,0.0,0.0,10.0,10.0,2,9,Dortmund,Bundesliga,DF
Mickael Malsa,26.0,MTQ,1.02,0.08,0.16,0.0,10.4,2.2,26,1143,Levante,La Liga,MF
Rey Manaj,25.0,ALB,2.6,0.26,0.0,0.56,4.39,0.51,30,1768,Spezia,Serie A,FW
Hianga Mananga Mbock,22.0,FRA,1.01,0.0,0.0,0.0,7.87,1.57,14,799,Brest,Ligue 1,MF
Vincent Manceau,32.0,FRA,0.15,0.0,0.0,0.0,8.78,0.65,28,2361,Angers,Ligue 1,DF
Gianluca Mancini,26.0,ITA,0.75,0.0,0.0,0.03,6.13,1.34,33,2878,Roma,Serie A,DF
Leonardo Mancuso,30.0,ITA,2.55,0.21,0.0,1.06,2.98,0.0,8,425,Empoli,Serie A,FW
Reinildo Mandava,28.0,MOZ,0.36,0.06,0.0,0.06,7.16,1.95,18,1524,Lille,Ligue 1,DF
Reinildo Mandava,28.0,MOZ,0.14,0.0,0.0,0.0,8.54,1.53,17,1298,AtlÃ©tico Madrid,La Liga,DF
AÃ¯ssa Mandi,30.0,ALG,0.65,0.07,0.0,0.07,7.06,0.39,17,1375,Villarreal,La Liga,DF
Rolando Mandragora,24.0,ITA,1.56,0.0,0.14,0.07,9.73,0.48,21,1319,Torino,Serie A,MF
Sadio ManÃ©,30.0,SEN,3.16,0.51,0.06,0.61,5.62,0.58,34,2819,Liverpool,Premier League,FW
Eliaquim Mangala,31.0,FRA,0.23,0.08,0.0,0.0,7.56,0.53,14,1179,Saint-Ãtienne,Ligue 1,DF
Orel Mangala,24.0,BEL,0.83,0.05,0.15,0.0,7.72,0.68,28,1853,Stuttgart,Bundesliga,MF
Thomas Mangani,35.0,FRA,0.45,0.29,0.08,0.0,9.92,1.76,33,2193,Angers,Ligue 1,MF
Ricardo Mangas,24.0,POR,0.65,0.11,0.04,0.04,6.7,0.8,29,2353,Bordeaux,Ligue 1,DF
Kostas Manolas,30.0,GRE,0.0,0.0,0.0,0.0,6.29,0.57,4,313,Napoli,Serie A,DF
Javier Manquillo,28.0,ESP,0.29,0.07,0.14,0.07,7.14,1.71,19,1257,Newcastle Utd,Premier League,DF
Myziane Maolida,23.0,FRA,2.5,0.0,0.0,2.5,7.5,2.5,1,34,Nice,Ligue 1,FW
Myziane Maolida,23.0,FRA,1.63,0.12,0.12,0.35,6.74,0.58,14,776,Hertha BSC,Bundesliga,FW
Sekou Mara,19.0,FRA,3.56,0.59,0.0,0.2,5.64,0.79,26,905,Bordeaux,Ligue 1,FW
MaranhÃ£o,25.0,BRA,2.87,0.09,0.28,0.37,5.0,0.65,29,973,Valencia,La Liga,FW
Nikola MaraÂ,26.0,SRB,0.17,0.0,0.0,0.0,8.53,0.95,16,1044,Rayo Vallecano,La Liga,DF
Fernando MarÃ§al,33.0,BRA,0.68,0.0,0.0,0.06,8.51,1.61,18,1449,Wolves,Premier League,DF
Marcelo,34.0,BRA,1.63,0.0,0.41,0.0,7.55,0.82,11,442,Real Madrid,La Liga,DF
Marcelo,35.0,BRA,0.3,0.0,0.0,0.0,11.8,0.2,11,898,Bordeaux,Ligue 1,DF
Marcelo,35.0,BRA,1.0,0.0,0.0,0.0,13.5,1.5,2,180,Lyon,Ligue 1,DF
Riccardo Marchizza,24.0,ITA,0.53,0.0,0.07,0.13,6.8,0.73,19,1346,Empoli,Serie A,DF
Gian Marco Ferrari,30.0,ITA,0.72,0.03,0.0,0.03,9.48,0.32,36,3124,Sassuolo,Serie A,DF
IvÃ¡n Marcone,31.0,ARG,0.22,0.0,0.0,0.0,11.0,1.67,20,809,Elche,La Liga,MF
Ãscar de Marcos,33.0,ESP,0.16,0.05,0.11,0.16,9.09,1.76,22,1679,Athletic Club,La Liga,DF
JosÃ© Mari,34.0,ESP,0.93,0.0,0.0,0.0,11.6,1.16,11,386,CÃ¡diz,La Liga,MF
Pablo MarÃ­,28.0,ESP,0.67,0.13,0.0,0.0,9.66,0.54,15,1341,Udinese,Serie A,DF
Pablo MarÃ­,28.0,ESP,0.5,0.0,0.0,0.0,8.5,1.0,2,180,Arsenal,Premier League,DF
JosÃ© MarÃ­a GimÃ©nez,27.0,URU,0.79,0.04,0.04,0.09,8.15,0.7,24,2042,AtlÃ©tico Madrid,La Liga,DF
Mariano,28.0,DOM,3.68,0.26,0.26,1.05,1.58,0.53,9,342,Real Madrid,La Liga,FW
R?zvan Marin,26.0,ROU,1.31,0.0,0.16,0.03,7.73,0.99,36,2816,Cagliari,Serie A,MF
Guillermo MaripÃ¡n,28.0,CHI,0.34,0.0,0.0,0.05,9.12,1.47,26,1832,Monaco,Ligue 1,DF
Mika MÃ rmol,19.0,ESP,0.0,0.0,0.0,0.0,2.0,0.0,1,1,Barcelona,La Liga,DF
Omar Marmoush,23.0,EGY,2.8,0.17,0.29,0.4,5.37,1.03,21,1571,Stuttgart,Bundesliga,FW
Omar Marmoush,23.0,EGY,3.33,0.0,0.0,0.0,10.0,3.33,2,24,Wolfsburg,Bundesliga,FW
Marquinhos,28.0,BRA,0.66,0.16,0.0,0.03,7.36,0.6,32,2861,Paris S-G,Ligue 1,DF
Roger MartÃ­,31.0,ESP,1.96,0.3,0.13,0.51,2.77,0.6,29,2115,Levante,La Liga,FW
Anthony Martial,26.0,FRA,1.3,0.0,0.19,0.0,2.59,0.74,9,490,Sevilla,La Liga,FW
Anthony Martial,26.0,FRA,2.08,0.42,0.0,0.83,2.08,0.42,8,212,Manchester Utd,Premier League,FW
MartÃ­n,23.0,ESP,1.54,0.0,0.0,0.0,18.5,0.77,6,115,CÃ¡diz,La Liga,MF
AarÃ³n MartÃ­n,25.0,ESP,0.71,0.04,0.04,0.0,6.82,1.25,28,2292,Mainz 05,Bundesliga,DF
Ander Martin,21.0,ESP,4.0,0.0,0.0,0.0,6.0,1.0,5,88,Real Sociedad,La Liga,FW
AndrÃ©s MartÃ­n,22.0,ESP,2.38,0.0,0.0,1.43,1.43,0.0,7,186,Rayo Vallecano,La Liga,FW
Carlos MartÃ­n,20.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,6,AtlÃ©tico Madrid,La Liga,DF
IvÃ¡n MartÃ­n,23.0,ESP,0.56,0.0,0.0,0.0,7.22,0.56,6,166,AlavÃ©s,La Liga,MF
Jonas Martin,32.0,FRA,0.9,0.04,0.04,0.0,10.2,0.9,29,2105,Rennes,Ligue 1,MF
Martinelli,20.0,BRA,2.42,0.29,0.29,0.48,5.6,0.92,29,1860,Arsenal,Premier League,FW
Lucas MartÃ­nez Quarta,26.0,ARG,1.01,0.06,0.0,0.0,10.1,1.57,20,1431,Fiorentina,Serie A,DF
IÃ±igo MartÃ­nez,31.0,ESP,1.04,0.12,0.0,0.08,11.4,0.69,27,2341,Athletic Club,La Liga,DF
Javi MartÃ­nez,22.0,ESP,0.92,0.1,0.1,0.0,8.88,1.43,26,879,Osasuna,La Liga,MF
Lautaro MartÃ­nez,24.0,ARG,4.37,0.83,0.12,0.47,4.57,0.71,35,2282,Inter,Serie A,FW
Pablo MartÃ­nez,24.0,ESP,1.51,0.0,0.14,0.14,7.95,1.1,13,656,Levante,La Liga,MF
Gelson Martins,27.0,POR,1.37,0.19,0.14,0.71,7.31,1.23,32,1905,Monaco,Ligue 1,FW
Adam MaruÂi?,29.0,MNE,0.3,0.03,0.0,0.0,8.11,0.53,33,2721,Lazio,Serie A,DF
Omar Mascarell,29.0,ESP,0.43,0.0,0.0,0.0,9.03,0.79,32,2493,Elche,La Liga,MF
Andrea Masiello,36.0,ITA,0.35,0.0,0.0,0.0,11.6,1.4,7,515,Genoa,Serie A,DF
Adam Masina,28.0,MAR,0.42,0.0,0.08,0.0,7.75,1.17,15,1077,Watford,Premier League,DF
Erhan MaÂovi?,23.0,SRB,0.29,0.0,0.0,0.0,9.65,1.28,20,1552,Bochum,Bundesliga,DF
Jaime Mata,33.0,ESP,1.2,0.13,0.0,1.2,3.6,0.53,22,672,Getafe,La Liga,FW
Juan Mata,34.0,ESP,1.92,0.0,0.0,0.77,11.2,2.31,7,235,Manchester Utd,Premier League,MF
Pape Matar Sarr,19.0,SEN,1.35,0.04,0.13,0.08,9.62,1.52,33,2129,Metz,Ligue 1,MF
Eliot Matazo,20.0,BEL,0.45,0.0,0.0,0.0,8.52,1.25,18,790,Monaco,Ligue 1,MF
AleÂ Mat?j?,25.0,CZE,0.25,0.0,0.12,0.12,6.67,1.11,9,727,Venezia,Serie A,DF
Jean-Philippe Mateta,24.0,FRA,2.91,0.39,0.08,1.1,3.62,0.39,22,1145,Crystal Palace,Premier League,FW
Nemanja Mati?,33.0,SRB,0.39,0.0,0.26,0.0,10.7,1.82,23,1382,Manchester Utd,Premier League,MF
JoÃ«l Matip,30.0,CMR,1.1,0.1,0.1,0.0,12.1,1.16,31,2790,Liverpool,Premier League,DF
Chrislain Matsima,20.0,FRA,0.67,0.0,0.0,0.0,12.0,2.0,7,134,Monaco,Ligue 1,DF
Azor Matusiwa,24.0,NED,0.36,0.04,0.04,0.0,10.7,1.72,29,2463,Reims,Ligue 1,MF
Neal Maupay,25.0,FRA,2.33,0.32,0.08,0.24,4.62,0.47,32,2276,Brighton,Premier League,FW
Stephy Mavididi,23.0,ENG,2.31,0.31,0.12,0.24,4.35,0.51,30,2299,Montpellier,Ligue 1,FW
Konstantinos Mavropanos,24.0,GRE,1.1,0.13,0.0,0.07,10.1,1.3,31,2705,Stuttgart,Bundesliga,DF
Eric Maxim Choupo-Moting,33.0,CMR,3.57,0.95,0.48,0.48,6.9,2.14,20,377,Bayern Munich,Bundesliga,FW
Borja Mayoral,25.0,ESP,0.91,0.0,0.0,0.0,5.45,0.0,5,96,Roma,Serie A,FW
Borja Mayoral,25.0,ESP,1.38,0.52,0.09,0.34,4.91,0.43,18,1044,Getafe,La Liga,FW
Derek Mazou-Sacko,17.0,FRA,0.0,0.0,0.0,0.0,0.0,0.0,2,3,Troyes,Ligue 1,FW
Pasquale Mazzocchi,26.0,ITA,0.43,0.0,0.14,0.07,6.88,1.06,15,1269,Salernitana,Serie A,DF
