Nome,Età,Nazionalità,Tiri,Goal,Assist,Fuorigioco,Palle recuperate,Tackle vinti,Partite Giocate,Minuti,Squadra,Lega,Ruolo
Pasquale Mazzocchi,26.0,ITA,0.43,0.0,0.0,0.0,6.3,0.87,18,1243,Venezia,Serie A,DF
Kevin Mbabu,27.0,SUI,0.32,0.0,0.0,0.13,10.2,1.1,24,1391,Wolfsburg,Bundesliga,DF
Kylian MbappÃ©,23.0,FRA,4.29,0.83,0.54,1.16,3.57,0.33,35,3023,Paris S-G,Ligue 1,FW
Ibrahima Mbaye,27.0,SEN,0.0,0.0,0.0,0.83,5.0,0.0,6,108,Bologna,Serie A,DF
Amadou Mbengue,20.0,SEN,0.44,0.0,0.0,0.0,6.62,2.21,12,610,Metz,Ligue 1,DF
Bryan Mbeumo,22.0,FRA,2.38,0.12,0.22,0.4,5.54,0.77,35,2905,Brentford,Premier League,FW
Jason Mbock,22.0,FRA,0.0,0.0,0.0,5.0,5.0,0.0,1,17,Angers,Ligue 1,FW
Jordi Mboula,23.0,ESP,1.04,0.0,0.0,1.04,5.42,0.63,11,434,Mallorca,La Liga,FW
Moustapha Mbow,22.0,SEN,0.0,0.0,0.0,0.0,4.0,4.0,1,90,Reims,Ligue 1,DF
Nathanael Mbuku,20.0,FRA,2.09,0.13,0.06,0.13,5.32,0.82,31,1418,Reims,Ligue 1,FW
James McArthur,34.0,SCO,0.56,0.0,0.19,0.19,12.6,1.63,21,1439,Crystal Palace,Premier League,MF
James Mcatee,19.0,ENG,5.0,0.0,0.0,0.0,15.0,0.0,2,20,Manchester City,Premier League,FW
Kasey McAteer,20.0,ENG,0.0,0.0,0.0,0.0,0.0,0.0,1,3,Leicester City,Premier League,FW
Liam McCarron,21.0,SCO,0.0,0.0,0.0,0.0,10.0,0.0,1,10,Leeds United,Premier League,FW
John McGinn,27.0,SCO,1.25,0.09,0.12,0.0,8.4,1.78,35,3090,Aston Villa,Premier League,MF
Weston McKennie,23.0,USA,1.51,0.2,0.0,0.0,6.51,1.12,21,1369,Juventus,Serie A,MF
Stuart McKinstry,19.0,SCO,0.0,0.0,0.0,0.0,2.0,0.0,1,4,Leeds United,Premier League,MF
Kenny McLean,30.0,SCO,1.13,0.03,0.0,0.1,7.61,0.8,31,2706,Norwich City,Premier League,MF
Dwight McNeil,22.0,ENG,1.51,0.0,0.03,0.03,7.88,1.04,38,3107,Burnley,Premier League,MF
Scott McTominay,25.0,SCO,1.02,0.04,0.04,0.04,10.8,1.25,30,2387,Manchester Utd,Premier League,MF
Gary Medel,34.0,CHI,0.06,0.0,0.03,0.03,9.27,0.57,33,2823,Bologna,Serie A,DF
Facundo Medina,23.0,ARG,0.31,0.03,0.0,0.0,9.31,1.81,31,2593,Lens,Ligue 1,DF
Nathan de Medina,24.0,BEL,0.58,0.0,0.0,0.0,7.21,1.4,19,775,Arminia,Bundesliga,DF
Ben Mee,32.0,ENG,0.88,0.15,0.0,0.1,11.9,0.78,21,1839,Burnley,Premier League,DF
Admir Mehmedi,31.0,SUI,0.0,0.0,0.0,0.0,2.0,0.0,1,4,Wolfsburg,Bundesliga,MF
Hannibal Mejbri,19.0,TUN,1.25,0.0,0.0,1.25,6.25,0.0,2,68,Manchester Utd,Premier League,FW
Farid El Melali,24.0,ALG,5.0,0.0,0.0,0.0,25.0,0.0,2,14,Angers,Ligue 1,FW
Filippo Melegoni,23.0,ITA,1.19,0.09,0.0,0.18,9.17,1.01,25,980,Genoa,Serie A,FW
Ãscar Melendo,24.0,ESP,0.73,0.0,0.0,0.0,6.82,0.64,21,990,Espanyol,La Liga,FW
Gonzalo Melero,28.0,ESP,1.06,0.37,0.11,0.11,6.7,1.22,29,1692,Levante,La Liga,MF
Birger Meling,27.0,NOR,0.15,0.0,0.2,0.1,6.21,1.43,31,1829,Rennes,Ligue 1,DF
Arthur Melo,25.0,BRA,0.19,0.0,0.0,0.0,10.6,1.31,20,962,Juventus,Serie A,MF
Houboulang Mendes,24.0,FRA,0.59,0.0,0.03,0.14,6.54,1.17,36,3220,Lorient,Ligue 1,DF
Nuno Mendes,19.0,POR,0.38,0.0,0.05,0.05,7.77,1.36,27,1658,Paris S-G,Ligue 1,DF
Pedro Mendes,31.0,POR,0.0,0.0,0.0,0.0,10.0,0.0,1,16,Montpellier,Ligue 1,DF
Thiago Mendes,30.0,BRA,0.77,0.1,0.05,0.0,10.5,1.55,29,1863,Lyon,Ligue 1,DF
TomÃ¡s Mendes,17.0,ESP,0.0,0.0,0.0,0.0,10.0,0.0,1,9,AlavÃ©s,La Liga,MF
Brais MÃ©ndez,25.0,ESP,1.67,0.12,0.15,0.27,7.71,1.13,37,3021,Celta Vigo,La Liga,MF
Ãdgar MÃ©ndez,32.0,ESP,1.45,0.06,0.06,0.84,5.98,0.89,32,1614,AlavÃ©s,La Liga,FW
Batista Mendy,22.0,FRA,0.52,0.04,0.04,0.04,8.1,1.27,34,2413,Angers,Ligue 1,DF
Benjamin Mendy,27.0,FRA,0.0,0.0,0.0,0.0,7.78,1.11,1,78,Manchester City,Premier League,DF
Ferland Mendy,26.0,FRA,0.62,0.1,0.05,0.16,7.1,0.83,22,1734,Real Madrid,La Liga,DF
Nampalys Mendy,29.0,SEN,0.09,0.0,0.0,0.0,9.65,1.04,14,1032,Leicester City,Premier League,MF
Gideon Mensah,23.0,GHA,0.15,0.0,0.15,0.15,8.96,1.12,23,1208,Bordeaux,Ligue 1,DF
Jorge MerÃ©,25.0,ESP,0.0,0.0,0.0,0.0,11.3,0.56,8,490,KÃ¶ln,Bundesliga,DF
Fran MÃ©rida,32.0,ESP,1.33,0.0,0.0,0.0,13.0,1.67,10,266,Espanyol,La Liga,MF
Mikel Merino,25.0,ESP,1.37,0.09,0.06,0.12,10.6,1.56,34,2890,Real Sociedad,La Liga,MF
Quentin Merlin,20.0,FRA,0.51,0.09,0.14,0.05,6.78,1.26,28,1926,Nantes,Ligue 1,DF
MartÃ­n Merquelanz,26.0,ESP,1.05,0.0,0.0,0.0,7.89,1.05,4,173,Rayo Vallecano,La Liga,FW
YÃ½ldÃ½rÃ½m Mert Ãetin,25.0,TUR,0.0,0.0,0.0,0.0,10.0,0.0,2,46,Hellas Verona,Serie A,DF
Dries Mertens,35.0,BEL,2.86,0.71,0.06,0.32,4.09,0.71,30,1384,Napoli,Serie A,FW
Lionel Messi,34.0,ARG,3.72,0.25,0.59,0.42,4.85,0.29,26,2153,Paris S-G,Ligue 1,FW
Junior Messias,31.0,BRA,2.77,0.31,0.13,0.19,7.3,1.51,26,1428,Milan,Serie A,FW
Thomas Meunier,30.0,BEL,1.22,0.13,0.26,0.06,10.8,1.47,17,1402,Dortmund,Bundesliga,DF
Mexer,33.0,MOZ,0.37,0.07,0.0,0.0,8.38,0.96,16,1227,Bordeaux,Ligue 1,DF
Marco MeyerhÃ¶fer,26.0,GER,0.4,0.04,0.0,0.04,9.49,0.91,26,2280,Greuther FÃ¼rth,Bundesliga,DF
Matt Miazga,26.0,USA,0.75,0.0,0.0,0.0,8.39,0.86,11,833,AlavÃ©s,La Liga,DF
Kingsley Michael,22.0,NGA,1.25,0.0,0.0,0.0,7.5,2.5,2,76,Bologna,Serie A,MF
Sven Michel,31.0,GER,2.37,0.79,0.26,0.79,7.63,1.84,13,338,Union Berlin,Bundesliga,FW
Edouard Michut,19.0,FRA,0.0,0.0,1.25,0.0,3.75,2.5,5,70,Paris S-G,Ligue 1,MF
Miguel,22.0,ESP,2.39,0.11,0.11,0.54,4.13,0.98,22,829,AlavÃ©s,La Liga,FW
Valentin Mihaila,22.0,ROU,1.25,0.0,0.0,0.0,8.75,1.25,5,76,Atalanta,Serie A,FW
Mikael,23.0,BRA,3.0,0.0,0.0,0.0,2.0,1.0,7,87,Salernitana,Serie A,FW
Hilmir Mikaelsson,18.0,ISL,0.0,0.0,0.0,0.0,0.0,0.0,1,18,Venezia,Serie A,FW
Georges Mikautadze,21.0,GEO,2.0,0.0,0.0,0.0,0.0,0.0,1,1,Metz,Ligue 1,FW
William Mikelbrencis,18.0,FRA,0.88,0.0,0.15,0.0,6.03,1.47,9,610,Metz,Ligue 1,DF
Nikola Milenkovi?,24.0,SRB,0.71,0.03,0.0,0.0,10.6,0.77,34,2926,Fiorentina,Serie A,DF
Arkadiusz Milik,28.0,POL,3.38,0.45,0.13,0.51,2.93,0.32,23,1416,Marseille,Ligue 1,FW
Sergej Milinkovi?-Savi?,27.0,SRB,2.18,0.32,0.29,0.12,6.92,1.19,37,3100,Lazio,Serie A,MF
Ãder MilitÃ£o,24.0,BRA,0.95,0.03,0.06,0.03,8.99,1.19,34,3031,Real Madrid,La Liga,DF
Luka Milivojevi?,31.0,SRB,0.93,0.0,0.0,0.0,11.2,1.51,15,774,Crystal Palace,Premier League,MF
Luis Milla,27.0,ESP,0.64,0.1,0.1,0.03,10.1,1.04,33,2693,Granada,La Liga,MF
Pere Milla,29.0,ESP,1.58,0.44,0.16,0.49,7.1,0.98,32,1644,Elche,La Liga,FW
Enzo Millot,19.0,FRA,0.0,0.0,1.67,0.0,8.33,0.0,6,53,Stuttgart,Bundesliga,MF
James Milner,36.0,ENG,1.05,0.0,0.11,0.0,11.5,2.42,24,853,Liverpool,Premier League,DF
Santi Mina,26.0,ESP,2.24,0.27,0.11,0.38,5.17,0.8,33,2367,Celta Vigo,La Liga,FW
Yerry Mina,27.0,COL,0.64,0.0,0.0,0.11,9.04,1.28,13,846,Everton,Premier League,DF
Takumi Minamino,27.0,JPN,3.33,1.43,0.0,0.0,4.29,0.95,11,186,Liverpool,Premier League,FW
Tyrone Mings,29.0,ENG,0.59,0.03,0.08,0.03,8.87,0.59,36,3189,Aston Villa,Premier League,DF
Ãscar Mingueza,23.0,ESP,0.2,0.0,0.1,0.1,6.67,1.21,19,894,Barcelona,La Liga,DF
Rafa Mir,24.0,ESP,3.03,0.5,0.0,1.14,3.53,0.35,34,1808,Sevilla,La Liga,FW
Jorge MiramÃ³n,32.0,ESP,0.32,0.05,0.0,0.0,7.41,1.14,29,1977,Levante,La Liga,DF
Aleksei Miranchuk,26.0,RUS,1.63,0.23,0.58,0.35,6.74,0.58,19,772,Atalanta,Serie A,FW
Juan Miranda,22.0,ESP,0.69,0.0,0.23,0.0,7.82,1.49,13,783,Betis,La Liga,DF
Fabio Miretti,18.0,ITA,0.56,0.0,0.0,0.0,7.5,1.39,6,321,Juventus,Serie A,MF
Tyrick Mitchell,22.0,ENG,0.14,0.0,0.06,0.06,9.16,1.57,36,3101,Crystal Palace,Premier League,DF
Stefan Mitrovi?,32.0,SRB,0.17,0.03,0.0,0.0,9.05,0.27,32,2667,Getafe,La Liga,DF
Henrikh Mkhitaryan,33.0,ARM,1.99,0.18,0.22,0.18,9.53,1.16,31,2495,Roma,Serie A,FW
Jakub Moder,23.0,POL,1.48,0.0,0.16,0.0,7.72,1.53,28,1701,Brighton,Premier League,FW
Anthony Modeste,34.0,FRA,3.69,0.69,0.14,1.21,2.9,0.21,32,2606,KÃ¶ln,Bundesliga,FW
Marco Modolo,33.0,ITA,0.23,0.0,0.0,0.0,6.59,0.68,6,392,Venezia,Serie A,DF
Luka Modri?,36.0,CRO,1.19,0.09,0.35,0.04,7.08,0.58,28,2032,Real Madrid,La Liga,MF
Terem Moffi,23.0,NGA,1.93,0.27,0.13,0.5,3.69,0.47,37,2711,Lorient,Ligue 1,FW
Kevin MÃ¶hwald,28.0,GER,2.56,0.0,0.0,0.51,12.8,0.77,16,354,Union Berlin,Bundesliga,MF
Dion Moise Sahi,20.0,CIV,3.57,0.0,0.0,0.0,8.57,0.0,8,128,Strasbourg,Ligue 1,FW
Johan Mojica,29.0,COL,0.5,0.06,0.16,0.13,9.27,0.91,33,2855,Elche,La Liga,DF
Clinton Mola,21.0,ENG,0.0,0.0,0.0,0.0,10.8,0.0,3,113,Stuttgart,Bundesliga,DF
Jorge Molina,40.0,ESP,2.06,0.46,0.23,0.55,3.67,0.28,35,1966,Granada,La Liga,FW
Nahuel Molina,24.0,ARG,1.54,0.24,0.07,0.03,7.58,0.89,35,2638,Udinese,Serie A,DF
Cristian Molinaro,38.0,ITA,0.0,0.0,0.16,0.16,7.38,1.48,8,548,Venezia,Serie A,DF
Florent Mollet,30.0,FRA,1.88,0.21,0.07,0.34,6.16,0.58,35,2630,Montpellier,Ligue 1,FW
Jon Moncayola,24.0,ESP,1.27,0.06,0.09,0.03,8.61,0.59,36,2915,Osasuna,La Liga,MF
Monchu,22.0,ESP,1.08,0.0,0.0,0.0,11.1,1.08,14,668,Granada,La Liga,MF
Thomas Monconduit,31.0,FRA,1.44,0.12,0.08,0.0,10.0,1.16,34,2248,Lorient,Ligue 1,MF
Gonzalo Montiel,25.0,ARG,0.42,0.08,0.17,0.34,8.73,0.34,18,1066,Sevilla,La Liga,DF
Ãngel Montoro,33.0,ESP,1.49,0.07,0.07,0.14,7.91,1.22,24,1331,Granada,La Liga,MF
MartÃ­n Montoya,31.0,ESP,0.86,0.0,0.17,0.0,8.1,1.55,6,518,Betis,La Liga,DF
Wesley Moraes,25.0,BRA,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Aston Villa,Premier League,FW
Ãlvaro Morata,29.0,ESP,2.34,0.35,0.16,0.78,4.57,0.59,35,2302,Juventus,Serie A,FW
Jan MorÃ¡vek,32.0,CZE,0.38,0.0,0.0,0.0,11.2,0.96,17,471,Augsburg,Bundesliga,MF
Jon Morcillo,23.0,ESP,1.67,0.0,0.0,0.0,18.3,0.0,7,54,Athletic Club,La Liga,MF
JÃ©rÃ©my Morel,38.0,MAD,0.15,0.0,0.0,0.0,8.96,1.79,9,604,Lorient,Ligue 1,DF
Alberto Moreno,29.0,ESP,1.62,0.22,0.15,0.44,6.62,0.88,24,1223,Villarreal,La Liga,DF
Ãlex Moreno,28.0,ESP,1.01,0.19,0.11,0.11,9.44,1.65,30,2404,Betis,La Liga,DF
Gerard Moreno,30.0,ESP,2.73,0.68,0.23,0.61,3.71,0.3,17,1191,Villarreal,La Liga,FW
Tete Morente,25.0,ESP,1.6,0.17,0.17,0.44,7.18,0.77,32,1632,Elche,La Liga,FW
Ilaix Moriba,19.0,GUI,2.5,0.0,0.0,0.0,5.0,0.0,2,32,RB Leipzig,Bundesliga,MF
Ilaix Moriba,19.0,GUI,1.65,0.0,0.0,0.0,10.0,1.87,14,818,Valencia,La Liga,MF
Manu Morlanes,23.0,ESP,0.63,0.16,0.0,0.0,11.0,1.57,27,1144,Espanyol,La Liga,MF
RaÃºl Moro,19.0,ESP,0.91,0.0,0.45,0.0,5.91,0.0,11,201,Lazio,Serie A,FW
Loren MorÃ³n,28.0,ESP,1.59,0.16,0.0,1.11,3.81,1.11,21,563,Espanyol,La Liga,FW
Loren MorÃ³n,28.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,4,Betis,La Liga,FW
Tyler Morton,19.0,ENG,0.0,0.0,0.0,0.0,18.6,0.0,2,66,Liverpool,Premier League,MF
Cristhian Mosquera,17.0,COL,0.42,0.0,0.0,0.0,5.83,1.25,6,212,Valencia,La Liga,DF
Lebo Mothiba,26.0,RSA,0.86,0.34,0.0,0.69,2.59,1.03,13,522,Troyes,Ligue 1,FW
Lebo Mothiba,26.0,RSA,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Strasbourg,Ligue 1,FW
Andrei Motoc,20.0,ROU,1.0,0.0,0.0,0.0,4.0,2.0,1,90,Salernitana,Serie A,DF
Baptiste Mouazan,20.0,FRA,0.91,0.0,0.0,0.0,5.45,2.73,3,96,Lorient,Ligue 1,MF
Aimen Moueffek,21.0,FRA,0.83,0.0,0.0,0.0,12.1,1.25,14,432,Saint-Ãtienne,Ligue 1,MF
Youssoufa Moukoko,17.0,GER,3.2,0.8,0.0,2.0,6.8,0.4,16,223,Dortmund,Bundesliga,FW
Harold Moukoudi,24.0,CMR,0.38,0.0,0.0,0.0,7.78,1.19,24,1661,Saint-Ãtienne,Ligue 1,DF
Steve MouniÃ©,27.0,BEN,2.8,0.35,0.08,0.39,4.79,0.51,35,2312,Brest,Ligue 1,FW
Mason Mount,23.0,ENG,2.85,0.42,0.38,0.19,5.51,1.1,32,2363,Chelsea,Premier League,FW
Lucas Moura,29.0,BRA,1.93,0.1,0.3,0.15,7.06,0.71,34,1775,Tottenham,Premier League,FW
Lys Mousset,26.0,FRA,1.11,0.0,0.56,0.56,5.56,0.0,6,160,Salernitana,Serie A,FW
JoÃ£o Moutinho,35.0,POR,0.61,0.06,0.03,0.0,10.8,1.64,35,2970,Wolves,Premier League,MF
Samuel Moutoussamy,25.0,COD,0.83,0.0,0.06,0.0,9.05,2.5,30,1509,Nantes,Ligue 1,MF
Toni Moya,24.0,ESP,0.78,0.0,0.06,0.0,10.1,1.17,28,1386,AlavÃ©s,La Liga,MF
Samuel MrÃ¡z,25.0,SVK,1.67,0.0,0.0,1.67,5.0,0.0,2,54,Spezia,Serie A,FW
Nordi Mukiele,24.0,FRA,1.07,0.05,0.15,0.39,8.54,1.37,28,1842,RB Leipzig,Bundesliga,DF
Mert MÃ¼ldÃ¼r,23.0,TUR,0.4,0.0,0.0,0.0,6.26,1.32,31,2046,Sassuolo,Serie A,DF
Thomas MÃ¼ller,32.0,GER,1.94,0.28,0.63,0.42,5.07,0.88,32,2558,Bayern Munich,Bundesliga,MF
Bali Mumba,20.0,ENG,0.0,0.0,0.0,0.0,4.0,0.0,1,45,Norwich City,Premier League,DF
Marshall Munetsi,25.0,ZIM,1.53,0.24,0.05,0.1,7.94,1.1,24,1885,Reims,Ligue 1,DF
Iker Muniain,29.0,ESP,1.23,0.13,0.32,0.16,5.47,0.68,35,2785,Athletic Club,La Liga,MF
Aihen MuÃ±oz,24.0,ESP,0.47,0.0,0.0,0.0,8.93,1.21,20,1342,Real Sociedad,La Liga,DF
Luis Muriel,31.0,COL,3.22,0.53,0.47,0.41,5.79,0.41,27,1539,Atalanta,Serie A,FW
Jeison Murillo,30.0,COL,0.56,0.0,0.0,0.0,9.76,0.56,19,1117,Celta Vigo,La Liga,DF
Vedat Muriqi,28.0,KVX,1.67,0.0,0.0,0.42,2.92,0.0,11,215,Lazio,Serie A,FW
Vedat Muriqi,28.0,KVX,3.06,0.31,0.19,0.44,4.88,0.19,16,1438,Mallorca,La Liga,FW
Jacob Murphy,27.0,ENG,1.71,0.06,0.12,0.12,7.5,1.04,33,1473,Newcastle Utd,Premier League,FW
Nicola Murru,27.0,ITA,0.28,0.09,0.0,0.18,6.88,1.83,22,983,Sampdoria,Serie A,DF
Yunus Musah,19.0,USA,0.5,0.07,0.0,0.0,4.93,0.64,29,1259,Valencia,La Liga,FW
Torben MÃ¼sel,22.0,GER,0.0,0.0,0.0,0.0,0.0,0.0,1,5,M'Gladbach,Bundesliga,MF
Jamal Musiala,19.0,GER,2.64,0.31,0.31,0.18,9.94,1.53,30,1465,Bayern Munich,Bundesliga,FW
Shkodran Mustafi,30.0,GER,0.55,0.14,0.0,0.41,9.86,0.55,11,658,Levante,La Liga,DF
Junior Mwanga,19.0,FRA,0.0,0.0,0.0,0.0,9.0,6.0,1,90,Bordeaux,Ligue 1,DF
Enock Mwepu,24.0,ZAM,1.71,0.18,0.36,0.18,9.37,1.26,18,996,Brighton,Premier League,FW
Vitaliy Mykolenko,23.0,UKR,0.68,0.09,0.0,0.0,8.63,1.2,13,1055,Everton,Premier League,DF
Joakim MÃ¦hle,25.0,DEN,1.29,0.06,0.06,0.06,9.14,0.98,26,1471,Atalanta,Serie A,DF
Obite N'Dicka,22.0,FRA,0.85,0.13,0.13,0.13,10.6,1.36,32,2857,Eint Frankfurt,Bundesliga,DF
KÃ©vin N'Doram,26.0,FRA,0.51,0.0,0.0,0.0,7.66,1.02,19,1235,Metz,Ligue 1,MF
Eric N'Jo,17.0,FRA,0.0,0.0,0.0,0.0,6.36,0.0,2,98,Troyes,Ligue 1,DF
Vital N'Simba,28.0,COD,0.61,0.03,0.1,0.0,8.29,2.06,34,2789,Clermont Foot,Ligue 1,DF
Nacho,32.0,ESP,0.58,0.17,0.0,0.0,7.51,0.64,28,1555,Real Madrid,La Liga,DF
Mickael Nade,23.0,FRA,0.25,0.04,0.0,0.04,8.56,1.82,30,2563,Saint-Ãtienne,Ligue 1,DF
Marvelous Nakamba,28.0,ZIM,0.0,0.0,0.0,0.0,10.7,1.9,16,904,Aston Villa,Premier League,MF
Nahitan NÃ¡ndez,26.0,URU,1.18,0.0,0.12,0.71,5.44,1.66,21,1523,Cagliari,Serie A,DF
Nani,35.0,POR,0.94,0.0,0.31,0.0,7.19,0.63,10,287,Venezia,Serie A,FW
Nikolas Nartey,22.0,DEN,0.22,0.0,0.0,0.22,7.78,0.89,8,404,Stuttgart,Bundesliga,DF
Matija Nastasi?,29.0,SRB,0.42,0.0,0.0,0.0,6.25,0.83,5,219,Fiorentina,Serie A,DF
Roberto Navarro,20.0,ESP,3.18,0.0,0.0,0.45,6.36,1.82,6,199,Real Sociedad,La Liga,FW
Ximo Navarro,32.0,ESP,0.73,0.0,0.0,0.13,7.47,0.87,18,1347,AlavÃ©s,La Liga,DF
JesÃºs Navas,36.0,ESP,0.51,0.0,0.15,0.05,7.12,0.3,25,1786,Sevilla,La Liga,DF
Papa Ndiaga Yade,22.0,SEN,1.04,0.0,0.13,0.0,5.45,1.17,18,696,Metz,Ligue 1,DF
Loum Ndiaye,25.0,SEN,1.32,0.08,0.0,0.04,11.8,1.25,32,2312,AlavÃ©s,La Liga,MF
Wilfred Ndidi,25.0,NGA,0.83,0.0,0.0,0.06,13.8,2.61,19,1618,Leicester City,Premier League,DF
Tanguy Ndombele,25.0,FRA,1.67,0.19,0.19,0.0,6.85,1.85,9,484,Tottenham,Premier League,MF
Tanguy Ndombele,25.0,FRA,0.64,0.0,0.26,0.0,9.36,2.44,11,701,Lyon,Ligue 1,MF
Dan Ndoye,21.0,SUI,1.3,0.0,0.43,0.43,4.35,0.43,3,205,Nice,Ligue 1,FW
Paul Nebel,19.0,GER,1.2,0.0,0.4,0.4,6.4,1.6,10,228,Mainz 05,Bundesliga,FW
Ãlvaro Negredo,36.0,ESP,2.71,0.29,0.08,0.46,3.0,0.08,34,2157,CÃ¡diz,La Liga,FW
Reiss Nelson,22.0,ENG,5.0,0.0,0.0,0.0,10.0,0.0,1,20,Arsenal,Premier League,FW
David Nemeth,21.0,AUT,0.0,0.0,0.0,0.0,8.86,0.57,6,311,Mainz 05,Bundesliga,DF
Ilija Nestorovski,32.0,MKD,2.38,0.48,0.0,0.95,1.9,0.48,7,188,Udinese,Serie A,FW
Pedro Neto,22.0,POR,3.27,0.19,0.19,0.19,5.19,0.96,13,466,Wolves,Premier League,FW
Luca Netz,19.0,GER,0.97,0.0,0.26,0.13,5.87,1.16,24,1396,M'Gladbach,Bundesliga,DF
Florian Neuhaus,25.0,GER,2.03,0.17,0.17,0.0,8.56,1.69,29,2121,M'Gladbach,Bundesliga,MF
Carlos Neva,25.0,ESP,0.26,0.0,0.0,0.0,6.79,0.94,26,2108,Granada,La Liga,DF
RÃºben Neves,25.0,POR,1.42,0.14,0.07,0.03,10.5,1.45,33,2661,Wolves,Premier League,MF
Neymar,30.0,BRA,2.43,0.63,0.29,0.53,5.53,0.73,22,1851,Paris S-G,Ligue 1,FW
Yvan Neyou,25.0,CMR,0.58,0.0,0.0,0.0,9.62,1.54,16,936,Saint-Ãtienne,Ligue 1,MF
Jeremy Ngakia,21.0,ENG,0.5,0.0,0.0,0.0,8.3,2.1,16,903,Watford,Premier League,DF
Jessic Ngankam,21.0,GER,2.11,0.53,0.26,0.26,4.74,0.53,6,341,Greuther FÃ¼rth,Bundesliga,FW
Opa Nguette,27.0,SEN,1.98,0.17,0.17,0.34,5.78,1.55,26,1048,Metz,Ligue 1,FW
AurÃ©lien Nguiamba,23.0,FRA,0.0,0.0,0.0,0.0,21.7,3.33,3,51,Spezia,Serie A,MF
Sikou NiakatÃ©,22.0,FRA,0.55,0.0,0.0,0.0,6.58,1.1,12,661,Metz,Ligue 1,DF
Moussa Niakhate,26.0,FRA,0.32,0.14,0.0,0.11,11.0,1.3,30,2567,Mainz 05,Bundesliga,DF
Ibrahima Niane,23.0,SEN,2.44,0.17,0.06,0.63,3.98,0.0,26,1582,Metz,Ligue 1,FW
M'Baye Niang,27.0,SEN,2.91,0.35,0.12,0.93,3.26,0.81,22,777,Bordeaux,Ligue 1,FW
Cheikh Niasse,22.0,SEN,0.0,0.0,0.0,0.0,26.0,4.0,4,44,Lille,Ligue 1,FW
Florian Niederlechner,31.0,GER,2.17,0.39,0.23,0.7,4.5,0.54,26,1165,Augsburg,Bundesliga,FW
HÃ¥vard Nielsen,28.0,NOR,1.84,0.13,0.0,0.59,4.67,1.18,26,1367,Greuther FÃ¼rth,Bundesliga,FW
SaÃºl ÃÃ­guez,27.0,ESP,0.94,0.0,0.0,0.0,8.3,1.51,10,480,Chelsea,Premier League,DF
SaÃºl ÃÃ­guez,27.0,ESP,1.82,0.0,0.45,0.45,9.55,1.82,3,201,AtlÃ©tico Madrid,La Liga,DF
Dimitris Nikolaou,23.0,GRE,0.08,0.0,0.0,0.0,8.72,0.86,36,3240,Spezia,Serie A,DF
Joakim Nilsson,28.0,SWE,0.16,0.07,0.0,0.07,9.14,0.76,31,2735,Arminia,Bundesliga,DF
Casimir Ninga,29.0,CHA,2.0,0.0,0.0,0.67,8.22,0.22,16,409,Angers,Ligue 1,FW
Fernando NiÃ±o,21.0,ESP,2.35,0.2,0.0,0.31,4.08,0.51,23,884,Mallorca,La Liga,FW
Eddie Nketiah,22.0,ENG,3.01,0.54,0.11,0.54,4.62,0.75,21,835,Arsenal,Premier League,FW
Nicolas Nkoulou,32.0,CMR,0.0,0.0,0.0,0.0,6.84,0.0,3,168,Watford,Premier League,DF
Christopher Nkunku,24.0,FRA,2.64,0.66,0.43,0.43,5.05,0.43,34,2723,RB Leipzig,Bundesliga,FW
Lukas Nmecha,23.0,GER,2.98,0.44,0.0,0.33,4.2,0.66,25,1627,Wolfsburg,Bundesliga,FW
Mark Noble,35.0,ENG,0.0,0.27,0.0,0.0,8.38,1.89,11,332,West Ham,Premier League,MF
Peru Nolaskoain,23.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Athletic Club,La Liga,DF
Nolito,35.0,ESP,1.3,0.13,0.0,0.39,7.21,1.17,32,1384,Celta Vigo,La Liga,MF
Arnaud Nordin,23.0,FRA,2.36,0.19,0.19,0.19,6.06,0.63,36,1874,Saint-Ãtienne,Ligue 1,FW
HÃ¥vard Nordtveit,31.0,NOR,0.29,0.0,0.0,0.0,13.5,1.47,11,304,Hoffenheim,Bundesliga,DF
Mathias Normann,26.0,NOR,1.42,0.05,0.11,0.05,10.3,1.31,23,1645,Norwich City,Premier League,MF
Connor NoÃ,21.0,IRL,1.67,0.0,0.0,0.0,3.33,0.0,3,52,M'Gladbach,Bundesliga,MF
Hugo Novoa,19.0,ESP,1.33,0.67,0.0,0.67,6.67,1.33,8,136,RB Leipzig,Bundesliga,FW
Soma Novothny,27.0,HUN,3.33,1.11,0.0,0.0,3.33,0.0,6,80,Bochum,Bundesliga,FW
Jean-Pierre Nsame,29.0,CMR,2.22,0.0,0.37,1.11,4.07,0.37,11,245,Venezia,Serie A,FW
Randy Ntekja,24.0,FRA,1.85,0.19,0.0,0.19,5.31,0.99,34,1462,Rayo Vallecano,La Liga,FW
Kasim Nuhu,26.0,GHA,10.0,0.0,0.0,0.0,30.0,0.0,3,5,Hoffenheim,Bundesliga,DF
Unai NÃºÃ±ez,25.0,ESP,0.87,0.0,0.0,0.0,11.3,0.72,9,622,Athletic Club,La Liga,DF
